(0.8013985734375128, 0.03225330577782459, 0.09153680123914454)
(0.0008108866091203204, 0.4107541352657543, 0.9612341184375321)
(0.5887617242681813, 0.3528718623874475, 0.00653670231559822)
(0.613769004125076, 0.8895374798144358, 0.08329929148933102)
(0.24841798350274813, 0.5574394225761807, 0.8970734772282162)
(0.3934847104270832, 0.1080938266864071, 0.6788188706279878)
(0.12957780506462846, 0.7050928430547344, 0.42362553609958586)
(0.37479840606644366, 0.062176112896639935, 0.6859237319993765)
(0.2284814149370511, 0.4906796237211668, 0.526646473046471)
(0.9577915928694474, 0.01280013871346819, 0.3028813271213223)
(0.32437874127392985, 0.46781752632700624, 0.08870306304278852)
(0.7345074360835898, 0.5145322742556478, 0.505718700148563)
(0.1884414517705144, 0.6755924503157521, 0.9196524652506586)
(0.44692402628363026, 0.05091661426875538, 0.5248585379148566)
(0.2957188603298574, 0.6795003125937823, 0.06765913032973647)
(0.6544644943791558, 0.5324618233398227, 0.10284540964861588)
(0.09560949540543717, 0.18682062029228275, 0.7093209190703453)
(0.774365765622832, 0.17547543580714098, 0.3678391888905934)
(0.9514923660637374, 0.36868271572104117, 0.7200621018485297)
(0.35732656828162956, 0.23920963464725264, 0.28394817546837536)
(0.675883105603435, 0.11824816512250103, 0.6100831226710782)
(0.7703652769483885, 0.32268247514474435, 0.16364998469465897)
(0.24367693630000908, 0.4136333500553453, 0.44745441412996134)
(0.10136109422980732, 0.5086717999942906, 0.9614597397827169)
(0.9102417873458359, 0.8284298942938416, 0.2331600816095506)
(0.7065360985802883, 0.6357696271473751, 0.6332885966761093)
(0.46730519947340854, 0.9200172766946567, 0.13174395311602471)
(0.9404455495694858, 0.9868848423104355, 0.5073198678635923)
(0.5679544969116174, 0.38279659720092085, 0.8692408304832293)
(0.6827486400053426, 0.47553330023504414, 0.08449707651942906)
(0.5826118300894477, 0.5724832629260256, 0.8126781490844307)
(0.4305958415767639, 0.29833783385798796, 0.5646327897924025)
(0.5046089453990076, 0.42557549602198286, 0.5629246798151657)
(0.28095847009240105, 0.9289597220584638, 0.31438149594539333)
(0.8758032214909913, 0.2130066816129651, 0.6170683323947753)
(0.5941321289945343, 0.18030449921560565, 0.5305165157021992)
(0.8061124891048012, 0.2925433793171378, 0.42076525459866654)
(0.4854853696293142, 0.9221335380687234, 0.8106189333859783)
(0.08549704638400046, 0.9951347830035542, 0.2486206263299523)
